source_index,s_m,x_m,y_m,w_tr_right_m,w_tr_left_m,segment_length_to_next_m
3540,325.7580857804,89612.4251941611,43161.6400085718,3.7443161650,3.7755465592,0.0917517272
3541,325.8498375076,89612.4226204701,43161.5482929485,3.7379855522,3.7761451378,0.0916995927
3542,325.9415371003,89612.4185806293,43161.4566823869,3.7333365814,3.7753348342,0.0916676713
3543,326.0332047716,89612.4127413255,43161.3652008888,3.7308432278,3.7726789261,0.0916752335
3544,326.1248800052,89612.4048358875,43161.2738671464,3.7308979768,3.7677980957,0.0917158383
3545,326.2165958435,89612.3954886608,43161.1826288631,3.7330761323,3.7613156058,0.0917419916
3546,326.3083378351,89612.3859593614,43161.0913831208,3.7484796631,3.7547344773,0.0917460576
3547,326.4000838928,89612.3775213789,43161.0000259123,3.7745351655,3.7499021332,0.0917738567
3548,326.4918577494,89612.3714481029,43160.9084532303,3.7879352914,3.7489919452,0.0919151788
3549,326.5837729283,89612.3689607393,43160.8165717136,3.7898487216,3.7415732234,0.0921449048
3550,326.6759178331,89612.3705342422,43160.7244402446,3.7828564061,3.7003225099,0.0923758441
3551,326.7682936772,89612.3760862830,43160.6322313978,3.7701625087,3.6648430806,0.0925928647
3552,326.8608865419,89612.3855211563,43160.5401204768,3.7687979994,3.6364873805,0.0927846049
3553,326.9536711469,89612.3987431565,43160.4482827851,3.7795791910,3.6161691624,0.0929410685
3554,327.0466122153,89612.4156565782,43160.3568936262,3.7926644922,3.6043779864,0.0930535788
3555,327.1396657941,89612.4361657159,43160.2661283035,3.8077361690,3.6012543586,0.0931147317
3556,327.2327805258,89612.4601748642,43160.1761621206,3.8242158727,3.6066700287,0.0931183501
3557,327.3258988760,89612.4875883175,43160.0871703811,3.8412261711,3.6202752558,0.0930594446
3558,327.4189583205,89612.5183103704,43159.9993283883,3.8575094311,3.6415010557,0.0929341808
3559,327.5118925013,89612.5522453174,43159.9128114459,3.8713452634,3.6695306230,0.0927398571
3560,327.6046323584,89612.5892974531,43159.8277948574,3.8805322638,3.6841576020,0.0924748925
3561,327.6971072509,89612.6293710719,43159.7444539261,3.8825041927,3.6660853112,0.0921482074
3562,327.7892554582,89612.6723449803,43159.6629399070,3.8746489740,3.6550787119,0.0918899024
3563,327.8811453607,89612.7176858544,43159.5830151967,3.8551684826,3.6496140292,0.0917461718
3564,327.9728915324,89612.7645266086,43159.5041272776,3.8234928594,3.6478102661,0.0916590327
3565,328.0645505651,89612.8119905616,43159.4257145782,3.7802810739,3.6479451366,0.0916020174
3566,328.1561525825,89612.8592010325,43159.3472155270,3.7274765949,3.6485041632,0.0915840251
3567,328.2477366076,89612.9052820395,43159.2680689893,3.6680634498,3.6506066559,0.0916280548
3568,328.3393646624,89612.9496921581,43159.1879226120,3.6486968141,3.6525363065,0.0916987359
3569,328.4310633983,89612.9927595336,43159.1069667022,3.6496854316,3.6528453274,0.0917632612
3570,328.5228266594,89613.0349517739,43159.0254785990,3.6517119695,3.6521329195,0.0918034493
3571,328.6146301088,89613.0767364867,43158.9437356416,3.6542222267,3.6509708117,0.0918107964
3572,328.7064409051,89613.1185812796,43158.8620151691,3.6566535292,3.6499086862,0.0917910672
3573,328.7982319724,89613.1608791487,43158.7805505124,3.6585384243,3.6494045275,0.0917691810
3574,328.8900011534,89613.2036975115,43158.6993829672,3.6598056080,3.6495453175,0.0917508737
3575,328.9817520270,89613.2470150024,43158.6185014625,3.6605028175,3.6503227420,0.0917356952
3576,329.0734877223,89613.2908102541,43158.5378949261,3.6606839860,3.6517301854,0.0917232137
3577,329.1652109360,89613.3350618992,43158.4575522859,3.6603990827,3.6499678732,0.0917130156
3578,329.2569239516,89613.3797485703,43158.3774624696,3.6596882170,3.6439566401,0.0917047062
3579,329.3486286578,89613.4248488999,43158.2976144052,3.6585807275,3.6384765369,0.0916979098
3580,329.4403265675,89613.4703415248,43158.2179970218,3.6570975100,3.6335320287,0.0916925924
3581,329.5320191599,89613.5162067355,43158.1385998307,3.6552526502,3.6291135130,0.0916892765
3582,329.6237084364,89613.5624290104,43158.0594138173,3.6530536613,3.6252052094,0.0916878524
3583,329.7153962888,89613.6089934806,43157.9804301963,3.6505070373,3.6217859265,0.0916880954
3584,329.8070843842,89613.6558852772,43157.9016401826,3.6476198336,3.6188314735,0.0916897906
3585,329.8987741748,89613.7030895310,43157.8230349912,3.6465763796,3.6163165183,0.0916927329
3586,329.9904669077,89613.7505913733,43157.7446058369,3.6476802053,3.6142155677,0.0916967268
3587,330.0821636345,89613.7983759351,43157.6663439346,3.6485123944,3.6125034263,0.0917015864
3588,330.1738652209,89613.8464283474,43157.5882404991,3.6490829169,3.6111553617,0.0917071360
3589,330.2655723569,89613.8947337414,43157.5102867455,3.6494021626,3.6101471359,0.0917132092
3590,330.3572855661,89613.9432772479,43157.4324738884,3.6494809386,3.6094549883,0.0917196497
3591,330.4490052158,89613.9920439981,43157.3547931430,3.6493304575,3.6090556100,0.0917263109
3592,330.5407315267,89614.0410191231,43157.2772357239,3.6489623270,3.6089261194,0.0917330560
3593,330.6324645827,89614.0901877538,43157.1997928462,3.6483885451,3.6090440446,0.0917397579
3594,330.7242043407,89614.1395350214,43157.1224557247,3.6476214999,3.6093873136,0.0917462995
3595,330.8159506402,89614.1890460569,43157.0452155743,3.6466739705,3.6099342478,0.0917525733
3596,330.9077032135,89614.2387059914,43156.9680636098,3.6455591287,3.6106635569,0.0917584817
3597,330.9994616952,89614.2884999559,43156.8909910462,3.6442905401,3.6115543364,0.0917639367
3598,331.0912256319,89614.3384130814,43156.8139890983,3.6428821654,3.6125860653,0.0917688602
3599,331.1829944921,89614.3884304990,43156.7370489811,3.6413483615,3.6137386053,0.0917731839
3600,331.2747676760,89614.4385373398,43156.6601619093,3.6397038838,3.6149922012,0.0917768493
3601,331.3665445253,89614.4887187349,43156.5833190980,3.6379638894,3.6163274843,0.0917798072
3602,331.4583243325,89614.5389598152,43156.5065117620,3.6361439439,3.6177254771,0.0917820188
3603,331.5501063513,89614.5892457118,43156.4297311161,3.6342600328,3.6191676031,0.0917834546
3604,331.6418898059,89614.6395615558,43156.3529683753,3.6323285772,3.6206357004,0.0917840949
3605,331.7336739008,89614.6898924782,43156.2762147545,3.6303664542,3.6221120366,0.0917839297
3606,331.8254578305,89614.7402236101,43156.1994614684,3.6283910159,3.6235793229,0.0917829590
3607,331.9172407895,89614.7905400825,43156.1226997321,3.6264200996,3.6250207178,0.0917811922
3608,332.0090219816,89614.8408270265,43156.0459207604,3.6244720170,3.6264198112,0.0917786485
3609,332.1008006302,89614.8910695732,43155.9691157682,3.6225655120,3.6277605788,0.0917753571
3610,332.1925759872,89614.9412528536,43155.8922759704,3.6207196778,3.6290273027,0.0917713565
3611,332.2843473437,89614.9913619987,43155.8153925818,3.6189538367,3.6302044589,0.0917667090
3612,332.3761140526,89615.0413823665,43155.7384569485,3.6172871332,3.6312768479,0.0917618540
3613,332.4678759066,89615.0913057725,43155.6614641476,3.6157311924,3.6322366546,0.0917572441
3614,332.5596331506,89615.1411312617,43155.5844134341,3.6142891018,3.6330842311,0.0917529054
3615,332.6513860560,89615.1908582620,43155.5073042836,3.6129632280,3.6338201233,0.0917488407
3616,332.7431348967,89615.2404862007,43155.4301361718,3.6117556201,3.6344446044,0.0917450531
3617,332.8348799498,89615.2900145054,43155.3529085745,3.6106680168,3.6349576875,0.0917415453
3618,332.9266214951,89615.3394426037,43155.2756209672,3.6097018866,3.6353591662,0.0917383203
3619,333.0183598155,89615.3887699231,43155.1982728258,3.6088584856,3.6356486664,0.0917353812
3620,333.1100951966,89615.4379958911,43155.1208636258,3.6081389172,3.6358256975,0.0917327308
3621,333.2018279274,89615.4871199353,43155.0433928431,3.6075441846,3.6358896954,0.0917303721
3622,333.2935582995,89615.5361414831,43154.9658599533,3.6070752307,3.6358400532,0.0917283082
3623,333.3852866076,89615.5850599622,43154.8882644320,3.6067329652,3.6356761415,0.0917265420
3624,333.4770131496,89615.6338748001,43154.8106057550,3.6065182818,3.6353973196,0.0917250766
3625,333.5687382263,89615.6825854242,43154.7328833980,3.6064320668,3.6350029385,0.0917239152
3626,333.6604621414,89615.7311912622,43154.6550968367,3.6064752001,3.6344923357,0.0917230606
3627,333.7521852020,89615.7796917416,43154.5772455467,3.6066485456,3.6338648175,0.0917225161
3628,333.8439077182,89615.8280862898,43154.4993290038,3.6069529253,3.6331196173,0.0917222847
3629,333.9356300029,89615.8763743345,43154.4213466836,3.6073890597,3.6322558101,0.0917223697
3630,334.0273523726,89615.9245553032,43154.3432980619,3.6079574520,3.6312721540,0.0917227740
3631,334.1190751465,89615.9726286234,43154.2651826143,3.6086581866,3.6301668288,0.0917235008
3632,334.2107986474,89616.0205937227,43154.1869998166,3.6094906193,3.6289370444,0.0917245535
3633,334.3025232008,89616.0684500285,43154.1087491444,3.6104529705,3.6275785414,0.0917259350
3634,334.3942491358,89616.1161969684,43154.0304300734,3.6115419133,3.6260850932,0.0917276487
3635,334.4859767845,89616.1638339700,43153.9520420793,3.6127523768,3.6244482603,0.0917296977
3636,334.5777064822,89616.2113604608,43153.8735846379,3.6140779255,3.6226577966,0.0917320854
3637,334.6694385676,89616.2587758683,43153.7950572248,3.6155121365,3.6207031633,0.0917348148
3638,334.7611733824,89616.3060796201,43153.7164593157,3.6170512285,3.6185764193,0.0917377728
3639,334.8529111552,89616.3532764773,43153.6377937220,3.6196273527,3.6173372310,0.0917389494
3640,334.9446501046,89616.4004587201,43153.5591179900,3.6239336906,3.6163782152,0.0917368267
3641,335.0363869313,89616.4477901752,43153.4805344120,3.6279700123,3.6156301248,0.0917324809
3642,335.1281194122,89616.4954367685,43153.4021465928,3.6315801352,3.6153187907,0.0917282851
3643,335.2198476973,89616.5435644257,43153.3240581372,3.6346212491,3.6156692537,0.0917278642
3644,335.3115755615,89616.5923390724,43153.2463726500,3.6369525811,3.6168948603,0.0917360933
3645,335.4033116549,89616.6419265758,43153.1691937000,3.6384217917,3.6191860586,0.0917562938
3646,335.4950679487,89616.6924141947,43153.0925763534,3.6389460736,3.6226111052,0.0917807719
3647,335.5868487206,89616.7436552895,43153.0164313583,3.6386904269,3.6269343639,0.0918021433
3648,335.6786508639,89616.7954599138,43152.9406427416,3.6378490688,3.6318503492,0.0918155625
3649,335.7704664264,89616.8476381210,43152.8650945304,3.6366078304,3.6370521588,0.0918178037
3650,335.8622842301,89616.8999999649,43152.7896707518,3.6351612694,3.6468490639,0.0918072561
3651,335.9540914862,89616.9523554990,43152.7142554329,3.6337283972,3.6607494739,0.0917839226
3652,336.0458754088,89617.0045147768,43152.6387326007,3.6325623393,3.6734851766,0.0917494200
3653,336.1376248288,89617.0562878519,43152.5629862822,3.6319509265,3.6849173680,0.0917069833
3654,336.2293318121,89617.1074847778,43152.4869005046,3.6322073483,3.6949910409,0.0916614720
3655,336.3209932840,89617.1579156082,43152.4103592948,3.6336522467,3.7037133292,0.0916193759
3656,336.4126126600,89617.2073903967,43152.3332466801,3.6365907705,3.7111223070,0.0915888191
3657,336.5042014791,89617.2557191967,43152.2554466873,3.6412897910,3.7172516206,0.0915793752
3658,336.5957808543,89617.3027580438,43152.1768710624,3.6479072957,3.7221514822,0.0915940390
3659,336.6873748933,89617.3485928670,43152.0975701358,3.6562708229,3.7260795155,0.0916255205
3660,336.7790004138,89617.3933812952,43152.0176374597,3.6660673289,3.7293057726,0.0916664689
3661,336.8706668827,89617.4372809810,43151.9371666010,3.6769431357,3.7320336951,0.0917106413
3662,336.9623775240,89617.4804495767,43151.8562511261,3.6853497195,3.7344156528,0.0917529045
3663,337.0541304285,89617.5230447350,43151.7749846018,3.6930976689,3.7365739294,0.0917892329
3664,337.1459196614,89617.5652241082,43151.6934605946,3.7010701169,3.7386217250,0.0918167046
3665,337.2377363660,89617.6071453490,43151.6117726713,3.7089897394,3.7400847187,0.0918334972
3666,337.3295698632,89617.6489661098,43151.5300143984,3.7166238191,3.7357351679,0.0918388841
3667,337.4214087473,89617.6908440431,43151.4482793427,3.7237873530,3.7312430047,0.0918332327
3668,337.5132419800,89617.7329368013,43151.3666610707,3.7303402075,3.7268243403,0.0918180045
3669,337.6050599845,89617.7754020371,43151.2852531491,3.7361788851,3.7227241784,0.0917957572
3670,337.6968557416,89617.8183974028,43151.2041491445,3.7412238715,3.7192042203,0.0917701474
3671,337.7886258891,89617.8620805511,43151.1234426236,3.7454042976,3.7165288926,0.0917464086
3672,337.8803722976,89617.9065904842,43151.0432162605,3.7486640456,3.7149304856,0.0917313296
3673,337.9721036272,89617.9519274971,43150.9634717178,3.7510879181,3.7144600484,0.0917250645
3674,338.0638286917,89617.9980293730,43150.8841741485,3.7528052199,3.7150704161,0.0917255469
3675,338.1555542386,89618.0448335927,43150.8052885290,3.7539155189,3.7166882349,0.0917308688
3676,338.2472851074,89618.0922776372,43150.7267798356,3.7544913285,3.7192186137,0.0917392896
3677,338.3390243970,89618.1402989873,43150.6486130448,3.7545845187,3.7225519513,0.0917492367
3678,338.4307736336,89618.1888351240,43150.5707531330,3.7542339941,3.7265713484,0.0917593060
3679,338.5225329397,89618.2378235282,43150.4931650766,3.7534729127,3.7307882749,0.0917682619
3680,338.6143012016,89618.2872016806,43150.4158138519,3.7523344367,3.7291408079,0.0917750371
3681,338.7060762387,89618.3369070623,43150.3386644354,3.7508556886,3.7279910319,0.0917787323
3682,338.7978549710,89618.3868771541,43150.2616818034,3.7490800370,3.7272372186,0.0917786159
3683,338.8896335869,89618.4370494369,43150.1848309324,3.7470580198,3.7267828616,0.0917741239
3684,338.9814077109,89618.4873613917,43150.1080767987,3.7448472458,3.7265370049,0.0917648884
3685,339.0731725992,89618.5377507324,43150.0313844974,3.7425113242,3.7264141406,0.0917530420
3686,339.1649256412,89618.5881741778,43149.9547287941,3.7400976427,3.7263543678,0.0917425901
3687,339.2566682313,89618.6386212198,43149.8781011306,3.7376205939,3.7263377946,0.0917339235
3688,339.3484021548,89618.6890845956,43149.8014946007,3.7350933243,3.7263506698,0.0917270340
3689,339.4401291889,89618.7395570427,43149.7249022979,3.7325303544,3.7263809415,0.0917219167
3690,339.5318511056,89618.7900312986,43149.6483173157,3.7299468964,3.7264176166,0.0917185697
3691,339.6235696753,89618.8405001006,43149.5717327477,3.7273584817,3.7264503064,0.0917169945
3692,339.7152866698,89618.8909561863,43149.4951416875,3.7265827475,3.7264689398,0.0917171956
3693,339.8070038654,89618.9413922930,43149.4185372287,3.7269789274,3.7264636209,0.0917191808
3694,339.8987230462,89618.9918011582,43149.3419124649,3.7274079755,3.7264246150,0.0917227870
3695,339.9904458332,89619.0421780941,43149.2652623899,3.7278760761,3.7263456494,0.0917263772
3696,340.0821722104,89619.0925426182,43149.1885998633,3.7283599099,3.7262509545,0.0917290412
3697,340.1739012516,89619.1429275151,43149.1119475368,3.7288205256,3.7261819106,0.0917307996
3698,340.2656320512,89619.1933657057,43149.0353281624,3.7292198643,3.7246426534,0.0917317342
3699,340.3573637855,89619.2438901107,43148.9587644924,3.7295209225,3.7231007274,0.0917319794
3700,340.4490957649,89619.2945336509,43148.8822792790,3.7296873689,3.7216981310,0.0917317218
3701,340.5408274866,89619.3453292472,43148.8058952742,3.7296827120,3.7204806639,0.0917312004
3702,340.6325586870,89619.3963098202,43148.7296352303,3.7294691021,3.7194941493,0.0917307066
3703,340.7242893936,89619.4475082909,43148.6535218995,3.7290060550,3.7187830435,0.0917305842
3704,340.8160199778,89619.4989575799,43148.5775780338,3.7282495687,3.7183892423,0.0917312254
3705,340.9077512031,89619.5506887911,43148.5018251494,3.7271543577,3.7183493842,0.0917326915
3706,340.9994838947,89619.6026793648,43148.4262482552,3.7257378792,3.7186326975,0.0917341194
3707,341.0912180141,89619.6548455112,43148.3507907053,3.7240920057,3.7191334251,0.0917347717
3708,341.1829527858,89619.7071001024,43148.2753935830,3.7223160326,3.7197428588,0.0917342800
3709,341.2746870659,89619.7593560103,43148.1999979716,3.7205149807,3.7203548093,0.0917326377
3710,341.3664197036,89619.8115261071,43148.1245449543,3.7188000475,3.7208654570,0.0917301997
3711,341.4581499033,89619.8635232647,43148.0489756143,3.7172866616,3.7211713786,0.0917276831
3712,341.5498775863,89619.9152603551,43147.9732310349,3.7160909696,3.7211668476,0.0917261665
3713,341.6416037528,89619.9666502505,43147.8972522993,3.7151788331,3.7207426102,0.0917270905
3714,341.7333308433,89620.0176058227,43147.8209804906,3.7146647535,3.7197879332,0.0917322567
3715,341.8250631000,89620.0680399857,43147.7443567207,3.7148097160,3.7181952888,0.0917401349
3716,341.9168032349,89620.1180179363,43147.6674252135,3.7155372194,3.7160476033,0.0917367815
3717,342.0085400164,89620.1680997706,43147.5905652958,3.7161655483,3.7140298133,0.0917239816
3718,342.1002639979,89620.2189459474,43147.5142242511,3.7158769963,3.7111981236,0.0917254803
3719,342.1919894782,89620.2711947600,43147.4388344287,3.7138631907,3.7095938876,0.0917572452
3720,342.2837467234,89620.3248676569,43147.3644125759,3.7097723553,3.7098043179,0.0917825113
3721,342.3755292347,89620.3793031744,43147.2905153242,3.7009376305,3.7110744093,0.0917753513
3722,342.4673045860,89620.4338044266,43147.2166754391,3.6916760411,3.7126171827,0.0917333829
3723,342.5590379690,89620.4876745277,43147.1424256866,3.6829233322,3.7136492956,0.0916772204
3724,342.6507151893,89620.5402165918,43147.0672988323,3.6756874796,3.7133583753,0.0916503705
3725,342.7423655598,89620.5907621702,43146.9908466583,3.6709510369,3.7108903278,0.0916891310
3726,342.8340546908,89620.6392606177,43146.9130340800,3.6688985320,3.7060292692,0.0917583795
3727,342.9258130704,89620.6862596021,43146.8342261129,3.6689124385,3.6991940534,0.0918174671
